date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:33	91728/91728	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:36%20GMT	https://exprostudio.com/html/medlink/index.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/index.html	(from )
15:26:35	212/212	---M--	200	added ('OK')	text/plain	date:Thu,%2028%20Sep%202017%2005:45:45%20GMT	https://exprostudio.com/robots.txt		(from )
15:26:35	3959/3959	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202017%2015:20:42%20GMT	https://exprostudio.com/html/medlink/apple-touch-icon.png	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/apple-touch-icon.png	(from https://exprostudio.com/html/medlink/index.html)
15:26:36	7840/7840	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:46%20GMT	https://exprostudio.com/html/medlink/css/normalize.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/normalize.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:36	29067/29067	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:46%20GMT	https://exprostudio.com/html/medlink/css/font-awesome.min.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/font-awesome.min.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:36	121205/121205	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:45%20GMT	https://exprostudio.com/html/medlink/css/bootstrap.min.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/bootstrap.min.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:37	1607/1607	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:45%20GMT	https://exprostudio.com/html/medlink/css/jquery.countdown.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/jquery.countdown.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:38	3043/3043	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:43%20GMT	https://exprostudio.com/html/medlink/css/bootstrap-timepicker.min.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/bootstrap-timepicker.min.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:38	53113/53113	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:47%20GMT	https://exprostudio.com/html/medlink/css/customScrollbar.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/customScrollbar.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:39	15189/15189	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:44%20GMT	https://exprostudio.com/html/medlink/css/fullcalendar.min.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/fullcalendar.min.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:39	1428/1428	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:46%20GMT	https://exprostudio.com/html/medlink/css/owl.carousel.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/owl.carousel.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:40	1106/1106	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:46%20GMT	https://exprostudio.com/html/medlink/css/owl.theme.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/owl.theme.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:40	37270/37270	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:45%20GMT	https://exprostudio.com/html/medlink/css/jquery-ui.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/jquery-ui.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:41	6405/6405	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:48%20GMT	https://exprostudio.com/html/medlink/css/transitions.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/transitions.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:42	164071/164071	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:48%20GMT	https://exprostudio.com/html/medlink/css/main.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/main.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:42	6159/6159	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:44%20GMT	https://exprostudio.com/html/medlink/css/color.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/color.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:42	18303/18303	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Mar%202017%2015:20:47%20GMT	https://exprostudio.com/html/medlink/css/responsive.css	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/css/responsive.css	(from https://exprostudio.com/html/medlink/index.html)
15:26:43	20116/20116	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20Mar%202017%2015:21:11%20GMT	https://exprostudio.com/html/medlink/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://exprostudio.com/html/medlink/index.html)
15:26:43	6303/6303	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202017%2015:20:59%20GMT	https://exprostudio.com/html/medlink/images/logo.png	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/images/logo.png	(from https://exprostudio.com/html/medlink/index.html)
15:26:43	38113/38113	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:35%20GMT	https://exprostudio.com/html/medlink/searchresult-v1.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/searchresult-v1.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:44	53719/53719	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:22:17%20GMT	https://exprostudio.com/html/medlink/searchresult-v2.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/searchresult-v2.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:45	47730/47730	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:36%20GMT	https://exprostudio.com/html/medlink/searchresult-v3.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/searchresult-v3.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:45	65718/65718	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:42%20GMT	https://exprostudio.com/html/medlink/aboutus.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/aboutus.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:45	22958/22958	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:35%20GMT	https://exprostudio.com/html/medlink/how-its-works.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/how-its-works.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:46	25887/25887	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:41%20GMT	https://exprostudio.com/html/medlink/blogpostlist.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/blogpostlist.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:46	25331/25331	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:41%20GMT	https://exprostudio.com/html/medlink/blogpostgrid.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/blogpostgrid.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:47	37890/37890	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:41%20GMT	https://exprostudio.com/html/medlink/blogpostdetail.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/blogpostdetail.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:47	200462/200462	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:36%20GMT	https://exprostudio.com/html/medlink/doctor-overview-detail.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/doctor-overview-detail.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:48	17843/17843	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:35%20GMT	https://exprostudio.com/html/medlink/404.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/404.html	(from https://exprostudio.com/html/medlink/index.html)
15:26:48	4968/4968	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202017%2015:20:40%20GMT	https://exprostudio.com/html/medlink/commingsoon.html	C:/My%20Web%20Sites/dr2/exprostudio.com/html/medlink/commingsoon.html	(from https://exprostudio.com/html/medlink/index.html)
